0.000000, -0.167176, 1.825562
0.000000, 0.035703, 1.825562
0.000000, 0.109197, 1.825562
0.000000, 0.117088, 1.825562
0.000000, 0.151366, 58.256220
0.000000, 0.228651, 58.256220
0.000000, 0.377077, 1.825562
0.000000, 0.391783, 58.256220
0.000000, 0.431234, 58.256220
0.000000, 0.501905, 58.256220
0.000000, 0.640488, 58.256220
0.000000, 0.673281, 1.825562
1.000000, -0.951978, 1.825562
1.000000, -0.707113, 1.825562
1.000000, -0.684108, 1.825562
1.000000, -0.464635, 1.825562
1.000000, -0.306520, 1.825562
1.000000, -0.070960, 1.825562
1.000000, -0.022758, 1.825562
1.000000, 0.203224, 1.825562
1.000000, 0.310323, 1.825562
1.000000, 0.474060, 1.825562
1.000000, 0.795699, 1.825562
1.000000, 0.943830, 1.825562
2.000000, -0.092228, 1.825562
2.000000, 0.233497, 1.825562
2.000000, 0.354403, 1.825562
2.000000, 0.857133, 1.825562
2.000000, 0.866033, 1.825562
2.000000, 0.959868, 1.825562
3.000000, -0.539220, 1.825562
3.000000, -0.462852, 1.825562
3.000000, -0.071097, 1.825562
3.000000, 0.052037, 1.825562
3.000000, 0.097992, 1.825562
3.000000, 0.466308, 1.825562
3.000000, 0.617741, 1.825562
3.000000, 0.619204, 1.825562
3.000000, 0.656686, 1.825562
3.000000, 0.665306, 1.825562
3.000000, 0.726557, 1.825562
3.000000, 0.886153, 1.825562
3.000000, 0.944889, 1.825562
4.000000, -0.819359, 1.825562
4.000000, -0.700353, 1.825562
4.000000, -0.623377, 1.825562
4.000000, -0.499792, 1.825562
4.000000, 0.069465, 1.825562
4.000000, 0.188510, 1.825562
4.000000, 0.577413, 1.825562
4.000000, 0.638002, 1.825562
4.000000, 0.798132, 1.825562
5.000000, -0.435565, 1.825562
5.000000, -0.273715, 1.825562
5.000000, -0.225280, 1.825562
5.000000, -0.077280, 1.825562
5.000000, -0.071511, 1.825562
5.000000, 0.016079, 1.825562
5.000000, 0.908581, 1.825562
6.000000, -0.927385, 1.825562
6.000000, -0.832986, 1.825562
6.000000, -0.666200, 1.825562
6.000000, -0.155432, 1.825562
6.000000, 0.197134, 1.825562
6.000000, 0.337236, 1.825562
6.000000, 0.490553, 1.825562
6.000000, 0.552065, 1.825562
6.000000, 0.828000, 1.825562
7.000000, -0.463954, 1.825562
7.000000, -0.122013, 1.825562
7.000000, 0.211927, 1.825562
7.000000, 0.275461, 1.825562
8.000000, -0.515295, 1.825562
8.000000, 0.037033, 1.825562
8.000000, 0.426483, 1.825562
8.000000, 0.448491, 1.825562
8.000000, 0.930755, 1.825562
9.000000, -0.943569, 1.825562
9.000000, -0.803680, 1.825562
9.000000, -0.673165, 1.825562
9.000000, -0.533725, 1.825562
9.000000, -0.484661, 1.825562
9.000000, -0.065194, 1.825562
9.000000, -0.008579, 1.825562
9.000000, 0.070097, 1.825562
9.000000, 0.156272, 1.825562
9.000000, 0.173853, 1.825562
10.000000, -0.968818, 1.825562
10.000000, -0.757014, 1.825562
